trade_id_ref,match_status,price_diff_pct,quantity_diff_pct,side_match,injected_break_type,stage
kraken:105347813,matched,0.0000,0.0000,True,none,clearing
kraken:105347814,matched,0.0000,0.0000,True,none,clearing
kraken:105347815,matched,0.0000,0.0000,True,none,clearing
kraken:105347816,matched,0.0000,0.0000,True,none,clearing
kraken:105347817,matched,0.0000,0.0000,True,none,clearing
kraken:105347818,matched,0.0000,0.0000,True,none,clearing
kraken:105347819,broken,0.4778,0.0000,True,price_mismatch,clearing
kraken:105347820,matched,0.0000,0.0000,True,none,clearing
kraken:105347821,missing,,,,,clearing
kraken:105347822,matched,0.0000,0.0000,True,none,clearing
kraken:105347823,matched,0.0000,0.0000,True,none,clearing
kraken:105347824,matched,0.0000,0.0000,True,none,clearing
kraken:105347825,matched,0.0000,0.0000,True,timing_breach,clearing
kraken:105347826,matched,0.0000,0.0000,True,none,clearing
kraken:105347827,matched,0.0000,0.0000,True,none,clearing
kraken:105347828,matched,0.0000,0.0000,True,none,clearing
kraken:105347829,matched,0.0000,0.0000,True,none,clearing
kraken:105347830,matched,0.0000,0.0000,True,none,clearing
kraken:105347831,matched,0.0000,0.0000,True,none,clearing
kraken:105347832,broken,0.5330,0.0000,True,price_mismatch,clearing
kraken:105347833,matched,0.0000,0.0000,True,none,clearing
kraken:105347834,matched,0.0000,0.0000,True,none,clearing
kraken:105347835,matched,0.0000,0.0000,True,none,clearing
kraken:105347836,matched,0.0000,0.0000,True,none,clearing
kraken:105347837,matched,0.0000,0.0000,True,none,clearing
kraken:105347838,broken,0.0000,1.3056,True,quantity_mismatch,clearing
kraken:105347839,matched,0.0000,0.0000,True,none,clearing
kraken:105347840,matched,0.0000,0.0000,True,none,clearing
kraken:105347841,matched,0.0000,0.0000,True,none,clearing
kraken:105347842,matched,0.0000,0.0000,True,none,clearing
kraken:105347843,broken,0.6994,0.0000,True,price_mismatch,clearing
kraken:105347844,matched,0.0000,0.0000,True,none,clearing
kraken:105347845,matched,0.0000,0.0000,True,none,clearing
kraken:105347846,matched,0.0000,0.0000,True,none,clearing
kraken:105347847,matched,0.0000,0.0000,True,none,clearing
kraken:105347848,matched,0.0000,0.0000,True,none,clearing
kraken:105347849,matched,0.0000,0.0000,True,none,clearing
kraken:105347850,matched,0.0000,0.0000,True,none,clearing
kraken:105347851,matched,0.0000,0.0000,True,none,clearing
kraken:105347852,matched,0.0000,0.0000,True,none,clearing
kraken:105347853,matched,0.0000,0.0000,True,none,clearing
kraken:105347854,matched,0.0000,0.0000,True,none,clearing
kraken:105347855,matched,0.0000,0.0000,True,none,clearing
kraken:105347856,matched,0.0000,0.0000,True,none,clearing
kraken:105347857,matched,0.0000,0.0000,True,none,clearing
kraken:105347858,matched,0.0000,0.0000,True,none,clearing
kraken:105347859,matched,0.0000,0.0000,True,none,clearing
kraken:105347860,matched,0.0000,0.0000,True,none,clearing
kraken:105347861,matched,0.0000,0.0000,True,none,clearing
kraken:105347862,matched,0.0000,0.0000,True,none,clearing
kraken:105347863,missing,,,,,clearing
kraken:105347864,matched,0.0000,0.0000,True,none,clearing
kraken:105347865,matched,0.0000,0.0000,True,none,clearing
kraken:105347866,matched,0.0000,0.0000,True,none,clearing
kraken:105347867,matched,0.0000,0.0000,True,none,clearing
kraken:105347868,matched,0.0000,0.0000,True,none,clearing
kraken:105347869,matched,0.0000,0.0000,True,none,clearing
kraken:105347870,matched,0.0000,0.0000,True,none,clearing
kraken:105347871,matched,0.0000,0.0000,True,none,clearing
kraken:105347872,matched,0.0000,0.0000,True,none,clearing
kraken:105347873,matched,0.0000,0.0000,True,none,clearing
kraken:105347874,matched,0.0000,0.0000,True,none,clearing
kraken:105347875,matched,0.0000,0.0000,True,none,clearing
kraken:105347876,broken,0.0000,1.4906,True,quantity_mismatch,clearing
kraken:105347877,matched,0.0000,0.0000,True,none,clearing
kraken:105347878,matched,0.0000,0.0000,True,none,clearing
kraken:105347879,matched,0.0000,0.0000,True,none,clearing
kraken:105347880,matched,0.0000,0.0000,True,none,clearing
kraken:105347881,matched,0.0000,0.0000,True,none,clearing
kraken:105347882,matched,0.0000,0.0000,True,none,clearing
kraken:105347883,matched,0.0000,0.0000,True,none,clearing
kraken:105347884,matched,0.0000,0.0000,True,none,clearing
kraken:105347885,matched,0.0000,0.0000,True,none,clearing
kraken:105347886,broken,0.0000,0.1400,True,quantity_mismatch,clearing
kraken:105347887,missing,,,,,clearing
kraken:105347888,matched,0.0000,0.0000,True,none,clearing
kraken:105347889,broken,0.0000,0.1597,True,quantity_mismatch,clearing
kraken:105347890,matched,0.0000,0.0000,True,none,clearing
kraken:105347891,matched,0.0000,0.0000,True,none,clearing
kraken:105347892,matched,0.0000,0.0000,True,none,clearing
kraken:105347893,matched,0.0000,0.0000,True,none,clearing
kraken:105347894,matched,0.0000,0.0000,True,none,clearing
kraken:105347895,matched,0.0000,0.0000,True,timing_breach,clearing
kraken:105347896,matched,0.0000,0.0000,True,none,clearing
kraken:105347897,matched,0.0000,0.0000,True,none,clearing
kraken:105347898,matched,0.0000,0.0000,True,timing_breach,clearing
kraken:105347899,matched,0.0000,0.0000,True,none,clearing
kraken:105347900,matched,0.0000,0.0000,True,none,clearing
kraken:105347901,matched,0.0000,0.0000,True,none,clearing
kraken:105347902,matched,0.0000,0.0000,True,none,clearing
kraken:105347903,matched,0.0000,0.0000,True,none,clearing
kraken:105347904,matched,0.0000,0.0000,True,none,clearing
kraken:105347905,matched,0.0000,0.0000,True,none,clearing
kraken:105347906,matched,0.0000,0.0000,True,none,clearing
kraken:105347907,matched,0.0000,0.0000,True,none,clearing
kraken:105347908,matched,0.0000,0.0000,True,none,clearing
kraken:105347909,matched,0.0000,0.0000,True,none,clearing
kraken:105347910,matched,0.0000,0.0000,True,none,clearing
kraken:105347911,matched,0.0000,0.0000,True,none,clearing
kraken:105347912,matched,0.0000,0.0000,True,none,clearing
kraken:105347913,matched,0.0000,0.0000,True,none,clearing
kraken:105347914,matched,0.0000,0.0000,True,none,clearing
kraken:105347915,matched,0.0000,0.0000,True,none,clearing
kraken:105347916,matched,0.0000,0.0000,True,none,clearing
kraken:105347917,matched,0.0000,0.0000,True,none,clearing
kraken:105347918,broken,0.0000,1.2100,True,quantity_mismatch,clearing
kraken:105347919,matched,0.0000,0.0000,True,none,clearing
kraken:105347920,broken,0.0000,0.2291,True,quantity_mismatch,clearing
kraken:105347921,matched,0.0000,0.0000,True,none,clearing
kraken:105347922,matched,0.0000,0.0000,True,none,clearing
kraken:105347923,matched,0.0000,0.0000,True,timing_breach,clearing
kraken:105347924,matched,0.0000,0.0000,True,none,clearing
kraken:105347925,matched,0.0000,0.0000,True,none,clearing
kraken:105347926,matched,0.0000,0.0000,True,none,clearing
kraken:105347927,matched,0.0000,0.0000,True,none,clearing
kraken:105347928,matched,0.0000,0.0000,True,none,clearing
kraken:105347929,missing,,,,,clearing
kraken:105347930,matched,0.0000,0.0000,True,none,clearing
kraken:105347931,matched,0.0000,0.0000,True,timing_breach,clearing
kraken:105347932,matched,0.0000,0.0000,True,none,clearing
kraken:105347933,broken,0.0000,0.5686,True,quantity_mismatch,clearing
kraken:105347934,matched,0.0000,0.0000,True,none,clearing
kraken:105347935,matched,0.0000,0.0000,True,none,clearing
kraken:105347936,matched,0.0000,0.0000,True,none,clearing
kraken:105347937,matched,0.0000,0.0000,True,none,clearing
kraken:105347938,matched,0.0000,0.0000,True,none,clearing
kraken:105347939,matched,0.0000,0.0000,True,none,clearing
kraken:105347940,matched,0.0000,0.0000,True,timing_breach,clearing
kraken:105347941,matched,0.0000,0.0000,True,none,clearing
kraken:105347942,matched,0.0000,0.0000,True,none,clearing
kraken:105347943,matched,0.0000,0.0000,True,none,clearing
kraken:105347944,matched,0.0000,0.0000,True,none,clearing
kraken:105347945,matched,0.0000,0.0000,True,timing_breach,clearing
kraken:105347946,missing,,,,,clearing
kraken:105347947,matched,0.0000,0.0000,True,none,clearing
kraken:105347948,matched,0.0000,0.0000,True,none,clearing
kraken:105347949,matched,0.0000,0.0000,True,none,clearing
kraken:105347950,missing,,,,,clearing
kraken:105347951,broken,0.0000,1.7780,True,quantity_mismatch,clearing
kraken:105347952,matched,0.0000,0.0000,True,none,clearing
kraken:105347953,matched,0.0000,0.0000,True,none,clearing
kraken:105347954,matched,0.0000,0.0000,True,none,clearing
kraken:105347955,matched,0.0000,0.0000,True,none,clearing
kraken:105347956,matched,0.0000,0.0000,True,none,clearing
kraken:105347957,matched,0.0000,0.0000,True,none,clearing
kraken:105347958,matched,0.0000,0.0000,True,none,clearing
kraken:105347959,matched,0.0000,0.0000,True,none,clearing
kraken:105347960,matched,0.0000,0.0000,True,none,clearing
kraken:105347961,matched,0.0000,0.0000,True,none,clearing
kraken:105347962,matched,0.0000,0.0000,True,none,clearing
kraken:105347963,broken,1.4995,0.0000,True,price_mismatch,clearing
kraken:105347964,matched,0.0000,0.0000,True,none,clearing
kraken:105347965,matched,0.0000,0.0000,True,none,clearing
kraken:105347966,matched,0.0000,0.0000,True,none,clearing
kraken:105347967,matched,0.0000,0.0000,True,none,clearing
kraken:105347968,matched,0.0000,0.0000,True,none,clearing
kraken:105347969,matched,0.0000,0.0000,True,none,clearing
kraken:105347970,matched,0.0000,0.0000,True,none,clearing
kraken:105347971,matched,0.0000,0.0000,True,none,clearing
kraken:105347972,matched,0.0000,0.0000,True,none,clearing
kraken:105347973,broken,0.0000,1.5693,True,quantity_mismatch,clearing
kraken:105347974,matched,0.0000,0.0000,True,none,clearing
kraken:105347975,matched,0.0000,0.0000,True,none,clearing
kraken:105347976,broken,0.0000,0.0000,False,side_mismatch,clearing
kraken:105347977,matched,0.0000,0.0000,True,none,clearing
kraken:105347978,matched,0.0000,0.0000,True,none,clearing
kraken:105347979,matched,0.0000,0.0000,True,none,clearing
kraken:105347980,matched,0.0000,0.0000,True,none,clearing
kraken:105347981,matched,0.0000,0.0000,True,none,clearing
kraken:105347982,matched,0.0000,0.0000,True,none,clearing
kraken:105347983,matched,0.0000,0.0000,True,none,clearing
kraken:105347984,matched,0.0000,0.0000,True,none,clearing
kraken:105347985,matched,0.0000,0.0000,True,none,clearing
kraken:105347986,matched,0.0000,0.0000,True,none,clearing
kraken:105347987,broken,0.0000,1.3634,True,quantity_mismatch,clearing
kraken:105347988,matched,0.0000,0.0000,True,none,clearing
kraken:105347989,matched,0.0000,0.0000,True,none,clearing
kraken:105347990,matched,0.0000,0.0000,True,none,clearing
